ts_code,symbol,name,list_date,market,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,esp_z,esp_score,egs_base,mult,deduct,final_score,tier
002291.SZ,002291,遥望科技,20090903,主板,268155122.05,-0.31347962382444194,服装家纺,未知,801132.SI,350000,6.36,,,1.999,6.0836,594742.9045,552763.6717,369630539.8,True,0,0,False,False,7.05,-6.470588235294105,-17.50972762645914,-9.787234042553184,False,-0.31347962382444194,-3.057119871279157,-5.73,36.72,-96370537.81,-42.3769,,,-1418104484.36,-8.658,7.9468,0,594742.9045,369630539.8,1.0,1.5,PASS,False,0.11864406779661017,-5.73,36.72,17.065,-22.795,ESP-Q,,1.999,7.9468,,85.02447272727274,0.0,0.0,6.36,7.05,0,65.922107674685,,0.5,0,1,55.0,5,-2.411641772696538,False,-6.470588235294105,,-0.0036574087287969013,False,False,服装家纺,-22.795,-0.707778942235752,22.0,51.6766323024055,0.7,0.0,36.17,Other
002292.SZ,002292,奥飞娱乐,20090910,主板,263674471.25,-4.305043050430513,文化传媒,未知,801761.SI,720000,7.78,160.0601,148.4593,3.8692,3.4102,1150428.3643,791901.6129,322109898.6,True,0,0,False,False,8.39,-0.8917197452229186,-19.042663891779387,-7.270560190703224,False,-4.305043050430513,-3.057119871279157,-21.48,119.07,36107840.85,65.989,,,170703935.1,-51.351,1.8487,0,1150428.3643,322109898.6,1.0,1.5,PASS,False,0.864406779661017,-21.48,119.07,-15.175,-10.74,ESP-Q,160.0601,3.8692,1.8487,,118.69075000000001,0.0,0.0,7.78,8.39,0,65.922107674685,,0.4375,0,0,5.0,5,-3.102587331003509,False,-0.8917197452229186,,-0.012866509225577975,False,False,文化传媒,-10.74,-0.13258251335961044,32.0,28.6766323024055,0.7,0.0,20.07,Other
002293.SZ,002293,罗莱生活,20090910,主板,152160574.50000003,4.509803921568634,服装家纺,未知,801132.SI,350000,10.66,17.0984,16.0338,2.0477,0.81,888876.0847,881137.5516,108068920.8,True,0,0,False,False,11.66,-8.024158757549603,2.895752895752901,-8.576329331046317,False,4.509803921568634,-3.057119871279157,29.31,14.27,137256212.59,93.0208,,,1049556213.17,-34.3396,3.4554,0,888876.0847,108068920.8,1.0,1.5,PASS,False,0.11864406779661017,29.31,14.27,17.065,29.31,ESP-Q,17.0984,2.0477,3.4554,0.5833640395769363,85.02447272727274,0.0,0.0,10.66,11.66,0,65.922107674685,,0.5625,0,1,55.0,5,2.411641772696538,False,-8.024158757549603,,0.013005773259714894,False,False,服装家纺,29.31,-0.318897256280728,32.0,53.6766323024055,0.7,0.0,37.57,Other
600999.SH,600999,招商证券,20091117,主板,1020668206.5999999,11.730769230769234,证券,未知,801193.SI,490000,17.43,12.2742,11.3864,1.2193,2.7129,15158046.2229,12936555.1891,1822400893.8000002,True,0,0,False,False,18.25,10.386320455984798,3.688280785246878,-4.493150684931512,False,11.730769230769234,-3.057119871279157,41.7,18.52,3268808625.57,99.9463,,,29606914149.35,515.5243,2.3418,0,15158046.2229,1822400893.8000002,1.0,1.5,PASS,False,0.03389830508474576,41.7,18.52,31.015,10.685000000000002,,12.2742,1.2193,2.3418,0.2943453237410072,30.001145454545455,10.0,0.0,17.43,18.25,0,71.8213058419244,,0.9545454545454546,1,1,100.0,14,13.614576856355193,True,10.386320455984798,OVERHEAT,-0.001918864295550252,False,True,证券,10.685000000000002,0.015617890121208108,50.0,81.54639175257732,1.0,0.0,91.55,Tier2
601126.SH,601126,四方股份,20101231,主板,2241684724.3999996,63.66733466933869,电气自动化设备,未知,801732.SI,630000,81.67,82.0774,79.2874,13.1606,3.5467,6803972.6185,6738472.4618,2714223704.0,True,2,2,False,False,88.88,6.744216442295126,97.27053140096619,-8.112061206120602,False,63.66733466933869,-3.057119871279157,13.0,14.64,263907214.93,97.5031,,,2204272703.63,4.6124,5.3782,0,6803972.6185,2714223704.0,1.0,1.5,PASS,False,0.4067796610169492,13.0,14.64,-25.5,6.5,,82.0774,13.1606,5.3782,6.313646153846154,54.13474375,0.0,0.0,81.67,88.88,0,65.922107674685,,1.0,1,1,100.0,6,64.54653956230506,True,6.744216442295126,,-0.00544931504890079,True,False,电气自动化设备,6.5,0.004403425152834618,50.0,79.7766323024055,1.0,0.0,79.78,Tier2
002467.SZ,002467,二六三,20100908,主板,631493271.6000001,-11.950549450549453,通信运营,未知,801223.SI,730000,6.41,,,5.6395,4.2975,881613.3706,876124.3799,375418424.20000005,True,0,0,False,False,7.57,-4.896142433234418,-14.8738379814077,-15.323645970937916,False,-11.950549450549453,-3.057119871279157,-90.77,-610.21,1298679.26,,,,-219390332.35999998,,-0.7737,0,881613.3706,375418424.20000005,1.0,1.5,PASS,False,0.05084745762711865,-90.77,-610.21,-21.39,-45.385,,,5.6395,-0.7737,,128.04296,0.0,0.0,6.41,7.57,0,65.922107674685,,0.2857142857142857,0,0,5.0,3,-9.590034429090222,False,-4.896142433234418,,-0.026208329031466863,False,False,通信运营,-45.385,0.3204582633940103,50.0,32.2766323024055,1.0,0.0,32.28,Other
002446.SZ,002446,盛路通信,20100713,主板,482960738.6000001,-4.360189573459728,通信设备,未知,801102.SI,730000,10.09,132.653,132.7837,3.6288,5.0895,923654.4655,855407.2917,455274212.4,True,0,0,False,False,11.35,-2.6061776061776065,-8.439201451905621,-11.10132158590308,False,-4.360189573459728,-3.057119871279157,-10.54,105.92,17325435.11,69.2777,,,176717366.61,-164.8033,0.9856,0,923654.4655,455274212.4,1.0,1.5,PASS,False,0.9830508474576272,-10.54,105.92,4.779999999999999,-15.319999999999999,ESP-Q,132.653,3.6288,0.9856,,182.74448076923076,0.0,0.0,10.09,11.35,0,89.46162657502865,,0.375,0,0,5.0,13,-3.5324425310418963,False,-2.6061776061776065,,-0.004565029162645273,False,False,通信设备,-15.319999999999999,-0.26941219516119175,32.0,35.738487972508594,0.7,0.0,25.02,Other
002448.SZ,002448,中原内配,20100716,主板,493450669.3,-8.311345646437996,汽车零部件,未知,801093.SI,280000,13.9,19.9805,16.4684,2.0788,2.976,817889.4079,806908.2161,303367975.00000006,True,1,0,False,False,17.52,-8.007941760423554,-13.449564134495628,-20.662100456621,False,-8.311345646437996,-3.057119871279157,16.55,107.0,126385741.7,63.7434,,,1069611831.47,-67.7208,5.151,0,817889.4079,303367975.00000006,1.0,1.5,PASS,False,0.5932203389830508,16.55,107.0,-7.975999999999999,32.501999999999995,ESP-Q,19.9805,2.0788,5.151,1.2072809667673714,74.48131470588235,10.0,0.0,13.9,17.52,0,87.0561282932417,,0.22972972972972974,0,0,5.0,23,-9.44949507406111,False,-8.007941760423554,,-0.032729029849194055,False,False,汽车零部件,32.501999999999995,0.19406861981718818,50.0,38.61683848797251,0.7,0.0,37.03,Other
002438.SZ,002438,江苏神通,20100623,主板,152158451.85000002,-0.9163103237629922,金属制品,未知,801075.SI,640000,16.22,28.8437,29.255,2.1629,2.3157,823225.7617,760524.4419,145721809.6,False,0,0,False,False,17.75,-3.6817102137767233,-11.269146608315106,-8.61971830985916,False,-0.9163103237629922,-3.057119871279157,-11.41,-1.18,79826637.84,93.3758,,,710593650.24,-11.6155,2.2716,0,823225.7617,145721809.6,1.0,1.5,PASS,False,0.5423728813559322,-11.41,-1.18,-11.295,-5.705,ESP-Q,28.8437,2.1629,2.2716,,68.8756909090909,0.0,0.0,16.22,17.75,0,92.32531500572738,,0.6363636363636364,0,0,5.0,4,5.5826414582076485,True,-3.6817102137767233,,-0.022210676631041024,False,False,金属制品,-5.705,0.13270785764051063,50.0,40.197594501718214,0.7,0.0,28.14,Other
002298.SZ,002298,中电鑫龙,20090929,主板,683138272.15,3.9292730844793677,高低压设备,未知,801734.SI,630000,10.58,,,4.1966,11.9867,783037.3333,699080.8922,968553095.4,True,1,0,False,False,12.01,-6.701940035273369,-0.09442870632672129,-11.906744379683598,False,3.9292730844793677,-3.057119871279157,-38.42,54.36,24765600.01,57.6641,,,-663235936.0500001,-57.8764,2.3295,0,783037.3333,968553095.4,1.0,1.5,PASS,False,0.4745762711864407,-38.42,54.36,10.365,-48.785000000000004,ESP-Q,,4.1966,2.3295,,142.6951,0.0,0.0,10.58,12.01,0,69.3012600229095,,0.6774193548387096,0,1,55.0,10,9.40790041741134,True,-6.701940035273369,,-0.01733120277382008,False,False,高低压设备,-48.785000000000004,-0.42899195732439305,32.0,54.69037800687285,0.7,0.0,38.28,Other
002301.SZ,002301,齐心集团,20091021,主板,216034976.09999993,24.700598802395213,家用轻工,未知,801142.SI,360000,8.33,74.4946,80.6424,1.9251,4.2931,600849.5082,598085.8558,326442230.4,True,1,0,False,False,8.74,1.833740831295838,9.317585301837262,-4.691075514874143,False,24.700598802395213,-3.057119871279157,-9.81,27.89,39693551.56,92.9225,,,329726482.37,-47.3701,1.3767,0,600849.5082,326442230.4,1.0,1.5,PASS,False,0.6271186440677966,-9.81,27.89,-14.92,-4.905,ESP-Q,74.4946,1.9251,1.3767,,179.96904166666664,0.0,0.0,8.33,8.74,0,65.922107674685,,0.8888888888888888,1,1,100.0,6,19.27556690709841,True,1.833740831295838,,-0.0035873116048741422,True,False,家用轻工,-4.905,-0.3543516606949289,32.0,76.1766323024055,0.7,0.0,53.32,Tier2
002489.SZ,002489,浙江永强,20101021,主板,260617298.45000002,17.804154302670618,家用轻工,未知,801142.SI,360000,3.97,18.5136,34.645,1.8739,3.3413,861099.4763,759469.5117,421055213.4,True,0,0,False,False,4.21,-0.9975062344139585,9.366391184573008,-5.700712589073631,False,17.804154302670618,-3.057119871279157,-16.57,14.19,209147082.18,134.9348,,,924142646.69,185.1048,3.4215,1,861099.4763,421055213.4,1.0,1.5,PASS,False,0.6271186440677966,-16.57,14.19,-14.92,-8.285,,18.5136,1.8739,3.4215,,179.96904166666664,10.0,0.0,3.97,4.21,10,65.922107674685,,0.7777777777777778,1,1,100.0,6,12.379122407373812,True,-0.9975062344139585,,0.04432648684465994,True,False,家用轻工,-8.285,-0.3614939159623372,32.0,76.1766323024055,1.0,10.0,76.18,Tier2
002304.SZ,002304,洋河股份,20091106,主板,279763801.75,-10.31570480595213,饮料制造,未知,801123.SI,340000,44.6,30.4559,66.1613,1.3645,0.4237,6718745.03,6718586.477,269070451.0,False,0,0,False,False,50.5,-2.9379760609357986,-17.514333271684844,-11.683168316831683,False,-10.31570480595213,-3.057119871279157,-32.88,-68.77,2427861532.48,99.2361,,,12551052873.75,58.9585,5.0949,0,6718745.03,269070451.0,1.0,1.5,PASS,False,0.2711864406779661,-32.88,-68.77,2.46,-35.34,,30.4559,1.3645,5.0949,,41.77951363636364,0.0,0.0,44.6,50.5,0,65.922107674685,,0.16,0,0,5.0,8,-8.189720553983626,False,-2.9379760609357986,,-0.03781860706671405,False,False,饮料制造,-35.34,-0.27500137548285614,32.0,28.6766323024055,1.0,0.0,28.68,Other
002350.SZ,002350,北京科锐,20100203,主板,484110709.24999994,13.760806916426493,高低压设备,未知,801734.SI,630000,15.79,157.0634,426.6519,4.7801,4.7204,856341.2032,837738.5621,426067370.6,True,1,0,False,False,17.88,-3.6019536019536003,62.44855967078187,-11.68903803131991,False,13.760806916426493,-3.057119871279157,-341.09,14.28,-23843316.78,,,,60096315.82,,-1.331,0,856341.2032,426067370.6,1.0,1.5,PASS,False,0.4745762711864407,-341.09,14.28,10.365,-351.455,,157.0634,4.7801,-1.331,,142.6951,0.0,0.0,15.79,17.88,0,94.15807560137456,,0.8064516129032258,1,1,100.0,10,19.239434249358467,True,-3.6019536019536003,,-0.0074468270123572294,False,False,高低压设备,-351.455,-2.743368480227078,5.0,79.24742268041237,1.0,0.0,79.25,Tier2
601139.SH,601139,深圳燃气,20091225,主板,210868856.10000002,-6.733524355300869,燃气,未知,801163.SI,410000,6.51,13.301,12.9881,1.1349,1.1146,1872759.7594,1872759.7594,231070815.6,False,0,0,False,False,7.15,-0.3062787136294043,-3.268945022288272,-8.951048951048957,False,-6.733524355300869,-3.057119871279157,13.45,2.87,259727073.62,97.289,,,3212360065.76,21.8675,1.6074,0,1872759.7594,231070815.6,1.0,1.5,PASS,False,0.1864406779661017,13.45,2.87,-5.75,24.95,ESP-Q,13.301,1.1349,1.6074,0.9889219330855019,185.42465714285714,0.0,0.0,6.51,7.15,0,67.92668957617411,,0.625,0,0,5.0,3,2.179165032054936,False,-0.3062787136294043,,0.0049309557996115635,False,False,燃气,24.95,0.8422990875388543,50.0,32.87800687285223,0.7,0.0,23.01,Other
002312.SZ,002312,川发龙蟒,20091203,主板,398389559.8,-15.75757575757576,计算机应用,未知,801222.SI,710000,9.73,44.3653,45.7603,1.8937,1.4156,1836741.0944,1832956.0797,263290745.80000004,True,0,0,False,False,11.76,-5.71705426356589,-16.120689655172406,-17.261904761904756,False,-15.75757575757576,-3.057119871279157,2.45,-16.95,106019724.86,116.9687,,,1212585070.2,-120.9266,0.9387,0,1836741.0944,263290745.80000004,1.0,1.5,PASS,False,0.7627118644067796,2.45,-16.95,-4.9399999999999995,1.225,ESP-Q,44.3653,1.8937,0.9387,18.108285714285714,143.4918742857143,10.0,0.0,9.73,11.76,0,76.51775486827033,,0.09615384615384616,0,0,5.0,16,-11.774853560175892,False,-5.71705426356589,,-0.03233319427285551,False,False,计算机应用,1.225,-0.02070879508994731,32.0,31.855326460481102,0.7,0.0,32.3,Other
601618.SH,601618,中国中冶,20090921,主板,285382124.0500001,-5.067567567567566,专业工程,未知,801724.SI,620000,2.81,44.0572,43.2231,0.5644,0.5345,5823336.9868,5016585.9868,273196922.59999996,False,0,0,False,False,2.99,-2.768166089965396,-6.333333333333336,-6.020066889632114,False,-5.067567567567566,-3.057119871279157,-7.19,-91.17,1491341000.0,91.3413,,,7318856000.0,-1090.0091,1.0431,0,5823336.9868,273196922.59999996,1.0,1.5,PASS,False,0.5254237288135594,-7.19,-91.17,-11.64,-3.595,ESP-Q,44.0572,0.5644,1.0431,,85.53638666666667,0.0,0.0,2.81,2.99,0,62.77205040091638,,0.8,1,0,40.0,5,3.473357699336355,False,-2.768166089965396,,0.01857099727610439,False,False,专业工程,-3.595,-0.33011020130264135,32.0,45.23161512027491,0.7,0.0,31.66,Other
002313.SZ,002313,日海智能,20091203,主板,229767963.45000002,14.218009478673,通信设备,未知,801102.SI,730000,9.64,,,47.0629,3.372,360921.6,360896.2227,136753216.0,True,2,0,False,False,10.54,-3.1155778894472186,-3.599999999999992,-8.53889943074002,False,14.218009478673,-3.057119871279157,113.65,-70.55,3789290.03,38.4321,,,-311514757.99,-790.911,14.0864,0,360921.6,136753216.0,1.0,1.5,PASS,False,0.9830508474576272,113.65,-70.55,4.779999999999999,113.65,ESP-Q,,47.0629,14.0864,,182.74448076923076,0.0,0.0,9.64,10.54,0,65.922107674685,,0.8,1,1,100.0,13,15.045756521090832,True,-3.1155778894472186,,-0.024754737036539243,False,False,通信设备,113.65,0.14488530969656258,50.0,79.7766323024055,0.7,0.0,55.84,Tier1
601117.SH,601117,中国化学,20100107,主板,832374761.8000001,-8.060747663551403,专业工程,未知,801724.SI,620000,7.87,7.4671,7.328,0.6981,1.4034,4805946.2695,4791309.0139,650097968.6,False,0,0,False,False,8.7,-2.839506172839501,-5.294825511432011,-9.54022988505746,False,-8.060747663551403,-3.057119871279157,8.81,10.44,1536204097.09,98.0329,,,14643031786.35,-67.9271,2.3039,0,4805946.2695,650097968.6,1.0,1.5,PASS,False,0.5254237288135594,8.81,10.44,-11.64,4.405,ESP-Q,7.4671,0.6981,2.3039,0.8475709421112372,85.53638666666667,10.0,0.0,7.87,8.7,0,65.922107674685,,0.6666666666666666,0,0,5.0,5,0.4801776033525176,False,-2.839506172839501,,0.006483161100067378,False,False,专业工程,4.405,-0.24336939712401282,32.0,28.6766323024055,0.7,0.0,30.07,Other
002317.SZ,002317,众生药业,20091211,主板,1246619696.8,34.04136389044159,中药,未知,801155.SI,370000,23.98,73.911,69.5689,4.8991,8.2991,2038133.2838,1826358.5396,1583773200.3999999,True,2,1,False,False,25.3,11.742777260018645,26.543535620052783,-5.21739130434783,False,34.04136389044159,-3.057119871279157,30.9,207.97,102671532.63,102.8536,,,815886984.0600001,126.1561,2.4293,0,2038133.2838,1583773200.3999999,1.0,1.5,PASS,False,0.13559322033898305,30.9,207.97,7.69,30.9,,73.911,4.8991,2.4293,2.3919417475728157,165.87102631578946,0.0,0.0,23.98,25.3,0,76.05956471935853,CHASE,1.0,1,1,100.0,7,40.731835606284484,True,11.742777260018645,OVERHEAT,-0.001152740816379139,True,True,中药,30.9,0.448649632909863,50.0,82.81786941580756,1.0,0.0,82.82,Tier2
002474.SZ,002474,榕基软件,20100915,主板,310818505.45,8.469945355191255,计算机应用,未知,801222.SI,710000,7.94,,,3.7458,8.961,494026.8,419892.7327,467807804.1999999,True,1,1,False,False,8.55,-3.523693803159178,-11.284916201117312,-7.134502923976616,False,8.469945355191255,-3.057119871279157,25.16,14.44,-8774571.56,,,,-152236098.75,,-0.5889,0,494026.8,467807804.1999999,1.0,1.5,PASS,False,0.7627118644067796,25.16,14.44,-4.9399999999999995,35.04,,,3.7458,-0.5889,,143.4918742857143,0.0,0.0,7.94,8.55,0,65.922107674685,,0.8846153846153846,1,1,100.0,16,12.452667552591123,True,-3.523693803159178,,0.007489870680012809,False,False,计算机应用,35.04,0.12202499733951676,50.0,79.7766323024055,1.0,0.0,79.78,Tier1
002331.SZ,002331,皖通科技,20100106,主板,296780903.49999994,6.574394463667832,计算机应用,未知,801222.SI,710000,9.24,,,2.7426,5.571,395870.9361,365767.382,185470625.0,False,1,0,False,False,10.74,-4.049844236760125,0.10834236186347823,-13.966480446927376,False,6.574394463667832,-3.057119871279157,-86.01,-1966.88,-29820316.8,,,,-468484914.38,,-1.9881,0,395870.9361,185470625.0,1.0,1.5,PASS,False,0.7627118644067796,-86.01,-1966.88,-4.9399999999999995,-43.005,,,2.7426,-1.9881,,143.4918742857143,0.0,0.0,9.24,10.74,0,89.46162657502865,,0.8653846153846154,1,1,75.0,16,10.557116661067699,True,-4.049844236760125,,-0.03414896471748652,False,False,计算机应用,-43.005,-0.20740451116728564,32.0,70.7384879725086,1.0,0.0,70.74,Tier2
002328.SZ,002328,新朋股份,20091230,主板,866343709.5000001,-19.327731092436984,汽车零部件,未知,801093.SI,280000,9.6,52.6638,36.1138,2.1688,10.2406,740899.2,547959.5472,483668898.79999995,False,0,0,False,False,12.55,-5.3254437869822535,36.55761024182076,-23.50597609561754,False,-19.327731092436984,-3.057119871279157,-60.9,-41.46,9807403.27,9.3423,,,203000483.99,29.8486,3.1162,0,740899.2,483668898.79999995,1.0,1.5,PASS,False,0.5932203389830508,-60.9,-41.46,-7.975999999999999,-30.45,ESP-Q,52.6638,2.1688,3.1162,,74.48131470588235,0.0,0.0,9.6,12.55,0,90.60710194730814,,0.04054054054054054,0,0,5.0,23,-20.465880520060097,False,-5.3254437869822535,,-0.012336043555420204,False,False,汽车零部件,-30.45,-0.04534984230543591,32.0,36.08213058419244,0.7,0.0,25.26,Other
002320.SZ,002320,海峡股份,20091216,主板,168694652.50000003,-6.0426540284360115,航运,未知,801176.SI,420000,7.93,102.4007,100.7568,4.3955,1.033,1772987.8037,1772987.8037,175371637.39999998,False,0,0,False,False,8.72,-1.122194513715713,-25.399811853245534,-9.05963302752295,False,-6.0426540284360115,-3.057119871279157,5.42,-48.04,122267090.6,100.1475,,,388228849.14,125.7516,3.0073,0,1772987.8037,175371637.39999998,1.0,1.5,PASS,False,0.1016949152542373,5.42,-48.04,11.495000000000001,-6.075000000000001,|VAL-X,102.4007,4.3955,3.0073,18.893118081180813,29.364757142857144,0.0,15.0,7.93,8.72,0,74.68499427262314,,0.42857142857142855,0,0,5.0,3,-1.6470496328316093,False,-1.122194513715713,,-0.019212910455429347,False,False,航运,-6.075000000000001,-0.28969574759288313,32.0,31.305498281786946,1.0,15.0,16.31,Other
601877.SH,601877,正泰电器,20100121,主板,1139258054.6000001,-5.021565003080719,高低压设备,未知,801734.SI,630000,30.83,14.7182,14.3866,1.4563,2.391,6625271.353,6625271.353,1332040987.1999998,False,0,0,False,False,35.15,-4.195152268489755,-1.6586921850079817,-12.290184921763869,False,-5.021565003080719,-3.057119871279157,11.27,9.44,1209860721.94,95.4872,,,11573429841.26,177.5887,2.8157,0,6625271.353,1332040987.1999998,1.0,1.5,PASS,False,0.4745762711864407,11.27,9.44,10.365,0.9049999999999994,,14.7182,1.4563,2.8157,1.3059627329192547,142.6951,10.0,0.0,30.83,35.15,0,65.922107674685,,0.5483870967741935,0,0,5.0,10,0.4570623298512544,False,-4.195152268489755,,0.0033019178839089687,False,False,高低压设备,0.9049999999999994,-0.049035670202992106,32.0,28.6766323024055,1.0,0.0,38.68,Other
002324.SZ,002324,普利特,20091218,主板,594778576.0999999,-21.716287215411555,塑料,未知,801036.SI,220000,13.41,40.5909,48.7432,3.1805,3.0777,1491642.9086,1040986.065,341024424.2,False,0,0,False,False,17.7,-6.6805845511482165,-25.292479108635092,-24.237288135593214,False,-21.716287215411555,-3.057119871279157,-62.2,207.09,40808910.26,85.8202,,,894515934.0400001,-346.0222,1.0194,0,1491642.9086,341024424.2,1.0,1.5,PASS,False,0.6779661016949152,-62.2,207.09,-4.92,-31.1,ESP-Q,40.5909,3.1805,1.0194,,184.85352307692307,0.0,0.0,13.41,17.7,0,80.75601374570446,,0.11764705882352941,0,0,5.0,6,-30.91782080434305,False,-6.6805845511482165,,-0.05493125360751272,False,False,塑料,-31.1,-0.47093626898221386,32.0,33.12680412371134,0.7,0.0,23.19,Other
002326.SZ,002326,永太科技,20091222,主板,1278559425.1,-8.622078968573732,化学制品,未知,801034.SI,220000,22.68,,437.2495,7.5472,5.8623,2098189.4784,1832904.7073,991364403.5999999,True,0,0,False,False,27.7,-3.57142857142857,-12.398609501738122,-18.12274368231047,False,-8.622078968573732,-3.057119871279157,558.81,90.02,83156660.12,79.4509,,,54812313.34,75.8465,3.8396,0,2098189.4784,991364403.5999999,1.0,1.5,PASS,False,0.4406779661016949,558.81,90.02,8.2371,558.81,ESP-Q,,7.5472,3.8396,,104.193015625,0.0,0.0,22.68,27.7,0,88.20160366552119,,0.4473684210526316,0,0,5.0,23,-2.9185412785588607,False,-3.57142857142857,,-0.005644200778028705,False,False,化学制品,558.81,1.0972341196239945,68.0,42.56048109965636,0.7,0.0,29.79,Other
002329.SZ,002329,皇氏集团,20100106,主板,159797561.24999997,10.8910891089109,食品加工,未知,801124.SI,340000,4.48,,,7.4847,6.0727,372916.9853,291913.63,155330688.0,True,0,0,False,False,4.92,-5.6842105263157805,19.786096256684505,-8.943089430894302,False,10.8910891089109,-3.057119871279157,-462.12,4.05,-8638349.8,-212.1517,,,-590428685.88,247.9321,0.8349,0,372916.9853,155330688.0,1.0,1.5,PASS,False,0.288135593220339,-462.12,4.05,8.68,-470.8,ESP-Q,,7.4847,0.8349,,51.683299999999996,0.0,0.0,4.48,4.92,0,86.368843069874,,0.8235294117647058,1,1,100.0,6,7.373684333988351,True,-5.6842105263157805,,-0.02725572132590153,False,False,食品加工,-470.8,-2.98762892807752,5.0,76.9106529209622,0.7,0.0,53.84,Tier2
002334.SZ,002334,英威腾,20100113,主板,409476609.95000005,8.148148148148149,电气自动化设备,未知,801732.SI,630000,8.76,34.5959,50.3305,2.3574,6.7949,720720.7656,643870.5943,477964430.2,True,1,1,False,False,9.39,-3.0973451327433565,-11.782477341389729,-6.709265175718859,False,8.148148148148149,-3.057119871279157,-226.87,-30.25,-33650330.01,,,,381607983.57000005,,-0.9913,0,720720.7656,477964430.2,1.0,1.5,PASS,False,0.4067796610169492,-226.87,-30.25,-25.5,-113.435,,34.5959,2.3574,-0.9913,,54.13474375,0.0,0.0,8.76,9.39,0,89.46162657502865,,0.6470588235294118,0,1,65.0,6,9.027353041114516,True,-3.0973451327433565,,-0.005637699977751491,False,False,电气自动化设备,-113.435,-1.551596839489938,12.0,61.738487972508594,1.0,0.0,61.74,Tier2
002338.SZ,002338,奥普光电,20100115,主板,614423347.1999999,-2.2635029659694106,仪器仪表,未知,801073.SI,640000,62.61,186.6047,153.6311,10.396,5.032,1502640.0,1502640.0,532576999.00000006,False,1,0,False,False,67.96,-1.6030174446016066,15.94444444444445,-7.872277810476747,False,-2.2635029659694106,-3.057119871279157,163.58,20.89,29410766.25,94.578,,,139883286.03,-390.5706,2.1748,0,1502640.0,532576999.00000006,1.0,1.5,PASS,False,0.6949152542372882,163.58,20.89,0.78,163.58,ESP-Q,186.6047,10.396,2.1748,1.1407549822716714,92.29922857142857,0.0,0.0,62.61,67.96,0,66.89576174112256,,0.5714285714285714,0,0,5.0,3,0.0,False,-1.6030174446016066,,0.0019534640061437173,False,False,仪器仪表,163.58,2.0232869543980883,82.0,38.96872852233677,0.7,0.0,27.28,Other
002340.SZ,002340,格林美,20100122,主板,1999360667.15,-4.834905660377364,金属非金属新材料,未知,801051.SI,240000,8.07,26.0553,25.8725,1.8874,2.7484,4117604.2464,4096317.3788,1134335383.1999998,False,0,0,False,False,9.69,-4.6099290780141855,-13.22580645161291,-16.718266253869963,False,-4.834905660377364,-3.057119871279157,6.71,5.87,475599326.62,91.0327,,,3372042352.0299997,31.9247,2.4186,0,4117604.2464,1134335383.1999998,1.0,1.5,PASS,False,0.8305084745762712,6.71,5.87,22.085,-15.375,,26.0553,1.8874,2.4186,3.8830551415797316,108.89996666666667,0.0,0.0,8.07,9.69,0,62.77205040091638,,0.375,0,0,5.0,5,-2.9681906846893256,False,-4.6099290780141855,,-0.04443353350340649,False,False,金属非金属新材料,-15.375,-0.40848466361938623,32.0,27.73161512027491,1.0,0.0,27.73,Other
002339.SZ,002339,积成电子,20100122,主板,204012409.6,-14.7338403041825,电气自动化设备,未知,801732.SI,630000,8.97,224.2639,555.1937,2.5889,4.9611,452170.7698,429412.2697,183706864.60000002,False,0,0,False,False,10.74,-7.238883143743524,-24.239864864864856,-16.48044692737429,False,-14.7338403041825,-3.057119871279157,-25.5,-55.31,-79409226.83,,,,-213803689.8,,-4.115,0,452170.7698,183706864.60000002,1.0,1.5,PASS,False,0.4067796610169492,-25.5,-55.31,-25.5,-12.75,,224.2639,2.5889,-4.115,,54.13474375,0.0,0.0,8.97,10.74,0,88.77434135166094,,0.11764705882352941,0,0,5.0,6,-13.854635411216133,False,-7.238883143743524,,-0.05030121624725127,False,False,电气自动化设备,-12.75,-0.2453402284459762,32.0,35.53230240549828,1.0,0.0,35.53,Other
