subset,period_split,group_type,group_field,group_value,variant,window,sample_count,available_count,mean_return_pct,median_return_pct,std_pct,monthly_t,sharpe_monthly,win_rate_pct
all,discovery,technical_flag,l4_flag_group,突破型,t1_net,5,6,6,-3.4837256121942723,0.8601462229767143,14.97914909225837,-0.911961232493766,-0.455980616246883,50.0
all,discovery,technical_flag,l4_flag_group,突破型|OVERHEAT,t1_net,5,3,1,-19.9818262806236,-19.9818262806236,,,,0.0
all,discovery,technical_flag,l4_flag_group,LOCK|OVERHEAT,t1_net,10,4,0,,,,,,
all,discovery,technical_flag,l4_flag_group,LOCK|突破型|OVERHEAT,t1_net,10,2,1,-17.740340264650275,-17.740340264650275,,,,0.0
all,discovery,technical_flag,l4_flag_group,OVERHEAT,t1_net,10,19,15,-3.1037752934353717,-2.5191087811271173,6.947981401855901,-1.0833251882052304,-0.4844777525129297,26.666666666666668
all,discovery,technical_flag,l4_flag_group,none,t1_net,10,146,146,0.003990668060051344,0.11510460251046753,9.939287208913077,0.20806607401924818,0.06273428173856001,50.68493150684932
all,discovery,technical_flag,l4_flag_group,突破型,t1_net,10,6,6,-6.326128025578036,-3.072593145101733,13.295207782843846,-2.8309346559277415,-1.4154673279638708,33.33333333333333
all,discovery,technical_flag,l4_flag_group,突破型|OVERHEAT,t1_net,10,3,1,-4.168908685968827,-4.168908685968827,,,,0.0
all,discovery,technical_flag,l4_flag_group,LOCK|OVERHEAT,t1_net,20,4,0,,,,,,
all,discovery,technical_flag,l4_flag_group,LOCK|突破型|OVERHEAT,t1_net,20,2,1,-6.398185255198481,-6.398185255198481,,,,0.0
all,discovery,technical_flag,l4_flag_group,OVERHEAT,t1_net,20,19,15,-5.403984979076208,-5.035674025090837,6.467353245648558,-1.5478016069421916,-0.6921979217612302,26.666666666666668
all,discovery,technical_flag,l4_flag_group,none,t1_net,20,146,146,1.6134220865448243,-1.2047562146591204,13.004886122876156,0.5119353242935875,0.15435430796461302,43.83561643835616
