strategy_variant,subset,period_split,window,variant,period_count,mean_period_return_pct,median_period_return_pct,compounded_return_pct,max_drawdown_pct,worst_period_return_pct,best_period_return_pct,win_rate_pct,std_pct,monthly_t,sharpe_monthly
baseline,tier1_only,all,5,excess_csi1000,23,1.1624226029514453,1.2599364609041137,29.921237918576395,-4.5707772779762905,-2.8690376140489837,4.999724118696951,78.26086956521739,1.9377589984634882,2.8769227582306116,0.5998798632199194
baseline,tier1_only,all,5,excess_eligible,23,0.6261625177368992,0.3445630308662148,14.639878080469316,-4.565145051934028,-2.94517375197301,9.648685288661193,60.86956521739131,2.5641423529285974,1.1711401037659563,0.24419959251550014
baseline,tier1_only,all,10,close,23,1.4221042104968986,1.3791752602719929,34.6390008331231,-16.971758196802135,-8.592060336283874,13.497011015596115,65.21739130434783,5.058811309747893,1.3481768313822835,0.2811143020410005
baseline,tier1_only,all,10,t1,23,1.2629473631577701,1.3842703240713423,29.768828132775973,-18.262628644169464,-8.758296824507568,13.06968591622867,60.86956521739131,5.110505162019177,1.1851827920126037,0.24712769542703597
baseline,tier1_only,all,10,t1_net,23,1.1029473631577704,1.2242703240713424,25.122803084695988,-19.071291366649834,-8.918296824507568,12.909685916228671,60.86956521739131,5.110505162019177,1.0350346130355457,0.21581963586589795
baseline,tier1_only,all,10,excess_csi300,23,0.8539519793101121,0.29357146148414415,19.745672024667993,-11.510077217792835,-6.407342756885899,9.2239784786608,65.21739130434783,3.7828704938789754,1.0826196213688701,0.22574179599642208
baseline,tier1_only,all,10,excess_csi1000,23,0.9682691448428243,0.7059318940587611,23.714692351100997,-5.1512836531218404,-5.151283653121843,7.303314452745093,65.21739130434783,2.8706066937670838,1.6176565385885093,0.33730470528937884
baseline,tier1_only,all,10,excess_eligible,23,0.658567868277304,0.46027394937758453,14.952945795313632,-8.31922664018252,-6.104113190849316,12.493532950885058,65.21739130434783,3.3228900279131377,0.9504920464998653,0.1981912921418293
baseline,tier1_only,all,20,close,23,2.6672617097688294,-0.2483287647891745,74.64971336519255,-16.549003151752338,-7.932248499142919,22.08488064319156,47.82608695652174,6.870850529980137,1.8617400761112632,0.38819964109691385
baseline,tier1_only,all,20,t1,23,2.522829418435462,0.08207694010825245,68.51906535108165,-18.06946415507302,-8.086407895036638,22.466303506950542,52.17391304347826,7.101467367086265,1.7037415265681541,0.35525466611706474
baseline,tier1_only,all,20,t1_net,23,2.362829418435462,-0.07792305989174769,62.54717442862998,-18.74950363468033,-8.246407895036638,22.306303506950535,47.82608695652174,7.101467367086265,1.5956887814008025,0.332724111271236
baseline,tier1_only,all,20,excess_csi300,23,0.5301780573510007,0.002682019002144583,10.538706148482069,-15.619220554472324,-7.888424241286753,9.704008780988694,52.17391304347826,4.449835118819079,0.5714019896286423,0.11914555105846306
baseline,tier1_only,all,20,excess_csi1000,23,0.17126799585356353,-0.46971749109961664,1.3850101529022885,-15.886430520333239,-14.366913463452955,7.438482090566809,47.82608695652174,4.751292191271189,0.17287348796567217,0.0360466140491649
baseline,tier1_only,all,20,excess_eligible,23,0.671178217594348,0.30472788858767513,14.737444575833392,-12.533200753107177,-5.899479071309679,11.751592744656277,60.86956521739131,3.9158391368457353,0.8220096743536441,0.17140086559709697
baseline,tier1_only,discovery,5,close,11,0.524360295706669,0.37836889758443587,4.734071502449044,-10.309545922215445,-4.968550305594496,13.339399427034943,54.54545454545454,4.884757145248124,0.3560271890918105,0.10734623648931349
baseline,tier1_only,discovery,5,t1,11,0.467175903169551,0.3228929938959652,4.206606936075419,-10.132216148640783,-5.10691770548124,12.987364534580177,54.54545454545454,4.620605445763006,0.33533423273125723,0.10110707539375409
baseline,tier1_only,discovery,5,t1_net,11,0.307175903169551,0.16289299389596507,2.3923508411325844,-10.94972258701674,-5.266917705481239,12.827364534580175,54.54545454545454,4.620605445763006,0.22048781862258943,0.06647957865591501
baseline,tier1_only,discovery,5,excess_csi300,11,0.14717718722562337,0.49466883248033455,1.1372808208666152,-7.196502083102107,-5.784522694216796,6.414779296400324,63.63636363636363,3.12434297941762,0.15623493033350283,0.04710660391486767
