strategy_variant,subset,period_split,trade_date,window,variant,sample_count,available_count,mean_return_pct,median_return_pct,std_pct,win_rate_pct
no_lock,tier1_only,all,20240830,10,t1,15,15,-4.885485530612169,-6.508875739644959,4.959601065276015,20.0
no_lock,tier1_only,all,20240830,10,t1_net,15,15,-5.0454855306121695,-6.668875739644959,4.959601065276015,20.0
no_lock,tier1_only,all,20240830,10,excess_csi300,15,15,-1.6461702572486174,-3.269560466281407,4.959601065276015,26.666666666666668
no_lock,tier1_only,all,20240830,10,excess_csi1000,15,15,-2.252790147067344,-3.876180356100134,4.959601065276015,26.666666666666668
no_lock,tier1_only,all,20240830,10,excess_eligible,15,15,-0.09134773115298689,-1.7147379401857767,4.959601065276015,33.33333333333333
no_lock,tier1_only,all,20240830,20,close,15,15,22.08488064319156,22.257335837238166,8.437706109809628,100.0
no_lock,tier1_only,all,20240830,20,t1,15,15,22.466303506950542,22.134882576183234,8.585982901602474,100.0
no_lock,tier1_only,all,20240830,20,t1_net,15,15,22.306303506950535,21.974882576183234,8.585982901602476,100.0
no_lock,tier1_only,all,20240830,20,excess_csi300,15,15,-7.888424241286753,-8.219845172054054,8.585982901602474,20.0
no_lock,tier1_only,all,20240830,20,excess_csi1000,15,15,-14.366913463452955,-14.698334394220257,8.585982901602476,6.666666666666667
no_lock,tier1_only,all,20240830,20,excess_eligible,15,15,-3.0904502584012543,-3.421871189168556,8.585982901602474,33.33333333333333
no_lock,tier1_only,all,20241031,5,close,8,8,13.339399427034943,13.361302170471902,9.837842491914268,100.0
no_lock,tier1_only,all,20241031,5,t1,8,8,12.987364534580177,13.818890438590925,8.421273474227206,100.0
no_lock,tier1_only,all,20241031,5,t1_net,8,8,12.827364534580175,13.658890438590925,8.421273474227206,100.0
no_lock,tier1_only,all,20241031,5,excess_csi300,8,8,6.414779296400324,7.246305200411074,8.421273474227206,62.5
no_lock,tier1_only,all,20241031,5,excess_csi1000,8,8,4.999724118696951,5.831250022707701,8.421273474227206,62.5
no_lock,tier1_only,all,20241031,5,excess_eligible,8,8,9.648685288661193,10.480211192671943,8.421273474227206,100.0
no_lock,tier1_only,all,20241031,10,close,8,8,13.497011015596115,7.621512922469975,17.571700002570903,75.0
no_lock,tier1_only,all,20241031,10,t1,8,8,13.06968591622867,8.239491801068889,15.960952053416952,75.0
no_lock,tier1_only,all,20241031,10,t1_net,8,8,12.909685916228671,8.079491801068889,15.960952053416953,75.0
no_lock,tier1_only,all,20241031,10,excess_csi300,8,8,9.2239784786608,4.39378436350102,15.960952053416953,75.0
no_lock,tier1_only,all,20241031,10,excess_csi1000,8,8,7.303314452745093,2.473120337585311,15.960952053416952,75.0
no_lock,tier1_only,all,20241031,10,excess_eligible,8,8,12.493532950885058,7.663338835725277,15.960952053416953,75.0
no_lock,tier1_only,all,20241031,20,close,8,8,9.589007627461433,5.788911774063543,16.67225943463801,62.5
no_lock,tier1_only,all,20241031,20,t1,8,8,9.254916008902127,6.396323711225138,15.992528786130594,62.5
no_lock,tier1_only,all,20241031,20,t1_net,8,8,9.094916008902127,6.236323711225138,15.992528786130595,62.5
no_lock,tier1_only,all,20241031,20,excess_csi300,8,8,9.704008780988694,6.8454164833117055,15.992528786130594,62.5
no_lock,tier1_only,all,20241031,20,excess_csi1000,8,8,6.626801246644664,3.7682089489676773,15.992528786130592,62.5
no_lock,tier1_only,all,20241031,20,excess_eligible,8,8,11.751592744656277,8.893000446979288,15.992528786130594,75.0
no_lock,tier1_only,all,20241129,5,close,12,12,2.2977333899441637,1.0520943268914784,6.604896651155851,50.0
no_lock,tier1_only,all,20241129,5,t1,12,12,1.8303456740074313,0.838682283131631,6.630786549582527,50.0
no_lock,tier1_only,all,20241129,5,t1_net,12,12,1.6703456740074314,0.678682283131631,6.630786549582527,50.0
no_lock,tier1_only,all,20241129,5,excess_csi300,12,12,1.1841734877448813,0.19251009686908072,6.630786549582527,50.0
no_lock,tier1_only,all,20241129,5,excess_csi1000,12,12,1.2599364609041137,0.26827307002831313,6.630786549582527,50.0
no_lock,tier1_only,all,20241129,5,excess_eligible,12,12,-0.7843296230625407,-1.7759930139383413,6.630786549582527,25.0
no_lock,tier1_only,all,20241129,10,close,12,12,8.053701394627483,4.568333704021443,12.981490221423071,66.66666666666666
no_lock,tier1_only,all,20241129,10,t1,12,12,7.555862120733219,4.735357917570504,12.915319686568118,66.66666666666666
no_lock,tier1_only,all,20241129,10,t1_net,12,12,7.39586212073322,4.5753579175705035,12.91531968656812,66.66666666666666
no_lock,tier1_only,all,20241129,10,excess_csi300,12,12,7.921934743510621,5.1014305403479066,12.915319686568118,66.66666666666666
no_lock,tier1_only,all,20241129,10,excess_csi1000,12,12,6.900442874459805,4.079938671297089,12.915319686568118,66.66666666666666
no_lock,tier1_only,all,20241129,10,excess_eligible,12,12,1.6511800963057137,-1.1693241068570015,12.915319686568118,50.0
no_lock,tier1_only,all,20241129,20,close,12,12,-2.985672294328794,-4.5238565526283026,6.550690336930881,33.33333333333333
no_lock,tier1_only,all,20241129,20,t1,12,12,-3.4443471095901423,-4.492407599854414,6.364472316231551,33.33333333333333
no_lock,tier1_only,all,20241129,20,t1_net,12,12,-3.6043471095901416,-4.652407599854414,6.364472316231551,33.33333333333333
no_lock,tier1_only,all,20241129,20,excess_csi300,12,12,-4.2903910164183285,-5.338451506682601,6.364472316231551,25.0
